"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970059108626903040",2018-03-03 22:11:28,"x820803001933844480","themusicguy007","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970059087319740416",2018-03-03 22:11:23,"x22586799","uppyday","@DrJayDrNo oh Jay- so sorry to have slept through the event (flu) but damn proud of you. @jkenney- just apologize already. that’s what big boys do.","Twitter for iPhone","x969356539793358848","x1306159735","DrJayDrNo",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x1306159735 21525682","DrJayDrNo jkenney","en",,,,,,,,,,,,,
"x970058972123320320",2018-03-03 22:10:56,"x273493871","JustKath_","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970058872093323264",2018-03-03 22:10:32,"x745261084605550592","healthy_wrld","After the worst flu season in years, nationwide epidemic is finally easing - MarketWatch https://t.co/HpIfoC4QhJ https://t.co/c2CeJ0rMHK","DestroyTwitter",,,,FALSE,FALSE,0,0,,,"goo.gl/2x7mY3","https://t.co/HpIfoC4QhJ","https://goo.gl/2x7mY3","http://pbs.twimg.com/media/DXZXZyfXcAszfSE.jpg","https://t.co/c2CeJ0rMHK","https://twitter.com/healthy_wrld/status/970058872093323264/photo/1","photo","http://pbs.twimg.com/media/DXZXZyfXcAszfSE.jpg","https://t.co/c2CeJ0rMHK","https://twitter.com/healthy_wrld/status/970058872093323264/photo/1",,,,"en",,,,,,,,,,,,,
"x970058825871929344",2018-03-03 22:10:21,"x869281231330062341","olivia_csk","RT @liIfilth: Dai the Flu https://t.co/B4UiyAzvTO","Twitter for iPhone",,,,FALSE,TRUE,0,3,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/969879793083838466/pu/img/g3-9djOIttWg0pLg.jpg","https://t.co/B4UiyAzvTO","https://twitter.com/liIfilth/status/969879923082104832/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/969879793083838466/pu/img/g3-9djOIttWg0pLg.jpg","https://t.co/B4UiyAzvTO","https://twitter.com/liIfilth/status/969879923082104832/video/1",,"x2413686017","liIfilth","en",,,"x969879923082104832","Dai the Flu https://t.co/B4UiyAzvTO",,,,,,,,,
"x970058752601874432",2018-03-03 22:10:04,"x425561797","JonesMj5331","RT @HassmannElaine: @blakeshelton feel better &amp; take care of yourself, the flu is nothing 2 play with!<U+2764><U+2764><U+2764><U+2764>! https://t.co/gBXSkdJvaI","Twitter for iPad",,,,FALSE,TRUE,0,5,,,"twitter.com/izzle284/statu…","https://t.co/gBXSkdJvaI","https://twitter.com/izzle284/status/970031910037704704",,,,,,,,,"x4755716790 14920785","HassmannElaine blakeshelton","en",,,"x970055911724208130","@blakeshelton feel better &amp; take care of yourself, the flu is nothing 2 play with!<U+2764><U+2764><U+2764><U+2764>! https://t.co/gBXSkdJvaI",,,,,,,,,
"x970058607663468544",2018-03-03 22:09:29,"x315560891","MichaelDMcCord","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970058545663180801",2018-03-03 22:09:14,"x3407845131","CountryGirl1143","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970058511471337473",2018-03-03 22:09:06,"x591039434","halfrican_nic","how the flu makes me feel https://t.co/Xsw1cbJJZ4","Twitter for iPhone",,,,FALSE,FALSE,6,0,,,,,,"http://pbs.twimg.com/media/DXZXEgvWsAABZVI.jpg","https://t.co/Xsw1cbJJZ4","https://twitter.com/halfrican_nic/status/970058511471337473/photo/1","photo","http://pbs.twimg.com/media/DXZXEgvWsAABZVI.jpg","https://t.co/Xsw1cbJJZ4","https://twitter.com/halfrican_nic/status/970058511471337473/photo/1",,,,"en",,,,,,,,,,,,,
"x970058505741680640",2018-03-03 22:09:05,"x2353718784","abdelahmed2014","https://t.co/SOrua6XlsZ","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"globalnews.ca/video/rd/11436…","https://t.co/SOrua6XlsZ","https://globalnews.ca/video/rd/1143601731541/",,,,,,,,,,,"und",,,,,,,,,,,,,
"x970058495117504513",2018-03-03 22:09:02,"x620535909","Childrensheal","Dr. Richard Feldman: Best weapon against the flu is vaccination - Terre Haute Tribune Star https://t.co/Sjw2MgjBT2","dlvr.it",,,,FALSE,FALSE,0,0,,,"dlvr.it/QJcnDq","https://t.co/Sjw2MgjBT2","http://dlvr.it/QJcnDq",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970058471243698176",2018-03-03 22:08:57,"x24115527","digrsgirl","@blakeshelton Bless you @blakeshelton I’ve been ‘well’ from the flu for a week and still can’t talk much more than a whisper and cough my head off if I try. You just get well and we’ll make this road trip again Tuesday. Praying for your health. You just take care of you.","Twitter for iPhone","x970049091714670594","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785 14920785","blakeshelton blakeshelton","en",,,,,,,,,,,,,
"x970058364129443840",2018-03-03 22:08:31,"x4313242282","FlaLawHelp","RT @kalteneder: Read the entire article and then contemplate what equal protection and due process mean in 21st century America; we’ve got…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x19796121","kalteneder","en",,,"x969826403914076160","Read the entire article and then contemplate what equal protection and due process mean in 21st century America; we’ve got to find and articulate the legal hook to eradicate poverty in the age of extreme wealth: 6-year-old dead, killed by flu https://t.co/HdwApHxzDs",,,,,,,,,
"x970058335180517376",2018-03-03 22:08:24,"x119157342","anvolea4","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970058284899151872",2018-03-03 22:08:12,"x4697401200","cyber_draugr","@ScottJKyle1 @MargieWiarton @margaretmac53 @mccall_fiona It's not the snow you should worry about it's the flu and the below 10°C You should worry aboot... I guess there's alot of snow but I might be use to it <f0><U+009F><U+0099><U+0083> I think you can suffer through it though <f0><U+009F><U+0091><U+008D>","Twitter Lite","x953274204383834112","x740597986846203904","ScottJKyle1",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x740597986846203904 3028315139 742269458023059456 748551000261332992","ScottJKyle1 MargieWiarton margaretmac53 mccall_fiona","en",,,,,,,,,,,,,
"x970058233686757377",2018-03-03 22:08:00,"x827287137825402881","moderndavehurts","Real nice to spend time with the flu getting on everyone jeez.","dave_ebook",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970058210949332992",2018-03-03 22:07:54,"x2903168998","GwensBunni","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970058207979851781",2018-03-03 22:07:54,"x423479942","RealtorDMoore","Weekly Review: March 3, 2018 via One Mile at a Time - The first six weeks of the year were the busiest period of flying I've ever had, as I logged a crazy number of miles. Unfortunately that ended with me getting the flu a ... https://t.co/KP2kydbLM2","FeedBlitz",,,,FALSE,FALSE,0,0,,,"tinyurl.com/y8nqso55","https://t.co/KP2kydbLM2","http://tinyurl.com/y8nqso55",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970058207799410689",2018-03-03 22:07:54,"x423479942","RealtorDMoore","Weekly Review: March 3, 2018 via One Mile at a Time - The first six weeks of the year were the busiest period of flying I've ever had, as I logged a crazy number of miles. Unfortunately that ended with me getting the flu a ... https://t.co/KOeGo8LJXc","FeedBlitz",,,,FALSE,FALSE,0,0,,,"tinyurl.com/y99mb5fg","https://t.co/KOeGo8LJXc","http://tinyurl.com/y99mb5fg",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970058183317241856",2018-03-03 22:07:48,"x3052056447","brettgraysondad","RT @UnfilteredMama: My greatest accomplishment as a parent has been convincing my kids that Chuck E Cheese closes for “flu season.”","Favstar.FM",,,,FALSE,TRUE,0,157,,,,,,,,,,,,,,"x3094670767","UnfilteredMama","en",,,"x954083772806217728","My greatest accomplishment as a parent has been convincing my kids that Chuck E Cheese closes for “flu season.”",,,,,,,,,
"x970058169627144192",2018-03-03 22:07:45,"x928934761","HealthyWrld","After the worst flu season in years, nationwide epidemic is finally easing - MarketWatch https://t.co/Zb2uQuZSCG https://t.co/Y2rYR4frc0","Twitter for Mac",,,,FALSE,FALSE,0,0,,,"goo.gl/Qy5AmQ","https://t.co/Zb2uQuZSCG","https://goo.gl/Qy5AmQ","http://pbs.twimg.com/media/DXZWw3jX0AAgCiz.jpg","https://t.co/Y2rYR4frc0","https://twitter.com/HealthyWrld/status/970058169627144192/photo/1","photo","http://pbs.twimg.com/media/DXZWw3jX0AAgCiz.jpg","https://t.co/Y2rYR4frc0","https://twitter.com/HealthyWrld/status/970058169627144192/photo/1",,,,"en",,,,,,,,,,,,,
"x970058042833186816",2018-03-03 22:07:14,"x462370197","nmsaints87124","Flu on the way down from peak 
https://t.co/NsO0Rf4njN","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,"washingtonexaminer.com/flu-on-the-way…","https://t.co/NsO0Rf4njN","http://www.washingtonexaminer.com/flu-on-the-way-down-from-peak/article/2650565",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970058004841234433",2018-03-03 22:07:05,"x813448742108020736","sara19ahm","RT @cumartist: With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5","Twitter for Android",,,,FALSE,TRUE,0,124,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/969947348473405441/pu/img/zx3LMGIhlRBab0qZ.jpg","https://t.co/pFbxkEcsP5","https://twitter.com/cumartist/status/969948532231852032/video/1",,"x3205692447","cumartist","en",,,"x969948532231852032","With all the flu's this year I decided to become a doctor! Open up and say ahhhhh https://t.co/pFbxkEcsP5",,,,,,,,,
"x970057932242145285",2018-03-03 22:06:48,"x4049088796","sherylalgoria","RT @warrenkylady: Now I am worried about Blake having the flu <f0><U+009F><U+0098><U+00B7>I hope that he takes care of himself <f0><U+009F><U+0099><U+008F> That’s kind is scary <U+2764><U+FE0F> Nothing to pl…","Twitter for Android",,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,"x1713104868","warrenkylady","en",,,"x970040842181316609","Now I am worried about Blake having the flu <f0><U+009F><U+0098><U+00B7>I hope that he takes care of himself <f0><U+009F><U+0099><U+008F> That’s kind is scary <U+2764><U+FE0F> Nothing to play with <f0><U+009F><U+0098><U+00B3>",,,,,,,,,
"x970057914428911616",2018-03-03 22:06:44,"x634832606","kdawghart","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970057798292836352",2018-03-03 22:06:16,"x21131359","yumiyoko","Traveling and being out and about during a flu season THIS bad and going back to see your baby in the NICU don’t sound like the most bright idea but... Okay sis","Tweetlogix",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970057776448851979",2018-03-03 22:06:11,"x144194764","Lovepreet_1990","@Nena___sa I’m also suffering from flu","Echofon","x970051737322172417","x905044035580157952","Nena___sa",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x905044035580157952","Nena___sa","en",,,,,,,,,,,,,
"x970057705758093312",2018-03-03 22:05:54,"x39002900","mistycarole","Cold + flu myths debunked at Feisty Frugal &amp; Fabulous along with your chance to win a #BoogieWipes prize package to help keep your family, well, boogie free! Enter to win here. https://t.co/GC1dbgZDZh","Giveaway Tools Confirmation",,,,FALSE,FALSE,0,0,"BoogieWipes",,"feistyfrugalandfabulous.com/2018/02/when-c…","https://t.co/GC1dbgZDZh","http://feistyfrugalandfabulous.com/2018/02/when-cold-flu-season-cant-slow-you-down/",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970057623608446977",2018-03-03 22:05:34,"x2470970948","skrnasus","@CatBroome1 @blakeshelton How Rude you are, that could be you down and out with the Flu !! Oh what is that song ?yes “Cry Me a River” <f0><U+009F><U+008E><U+00A4><f0><U+009F><U+008F><U+0086><f0><U+009F><U+00A5><U+0081><f0><U+009F><U+0091><U+0082><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+008E><U+00BB><f0><U+009F><U+0091><U+0082><f0><U+009F><U+008F><U+00BC>","Twitter for iPhone","x970053943815557120","x3268498495","CatBroome1",FALSE,FALSE,12,0,,,,,,,,,,,,,,"x3268498495 14920785","CatBroome1 blakeshelton","en",,,,,,,,,,,,,
"x970057558814699520",2018-03-03 22:05:19,"x313066121","Icepanda88","Flu breakthrough? Japanese drug maker thinks its compound can kill virus in a day https://t.co/75g087CAvs","Twitter for Android",,,,FALSE,FALSE,0,0,,,"on.mktw.net/2EloEYM","https://t.co/75g087CAvs","http://on.mktw.net/2EloEYM",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970057528867516417",2018-03-03 22:05:12,"x909342210801496064","DanielleBabb","@blakeshelton Get well soon Blake, the flu has been a <f0><U+009F><U+0090><U+00BB> this year. Wishing you a speedy recovery! Sending warm thoughts &amp; prayers your way, God Bless! <U+2764><f0><U+009F><U+0099><U+008F>","Twitter for Android",,"x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,"https://api.twitter.com/1.1/geo/id/6ba10b142c887fdb.json","Cimarron Hills","Cimarron Hills, CO","city","United States","US",,,"-104.7209885 -104.6811019 -104.6811019 -104.7209885 38.8317073 38.8317073 38.900855 38.900855"
"x970057311401132032",2018-03-03 22:04:20,"x100867601","J9Talley","@suej104 I had the flu for a month and lost 12 pounds.","Twitter for iPhone","x970052499972468737","x717409133914357760","suej104",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x717409133914357760","suej104","en",,,,,,,,,,,,,
"x970057259945373698",2018-03-03 22:04:08,"x890582629459820545","JohnHoot2","@amandalitman @DanaPerino @FoxNews @runforsomething Yep, you have the flu. To expect millennials to run for government positions? They can't change a tire and you want them to run a city or state? Aha hahahaha <f0><U+009F><U+0098><U+0082> <f0><U+009F><U+0098><U+0082>","Twitter Lite","x969647762378813441","x3488471","amandalitman",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x3488471 27311044 1367531 809420163711909888","amandalitman DanaPerino FoxNews runforsomething","en",,,,,,,,,,,,,
"x970057229004046340",2018-03-03 22:04:00,"x837693687014490112","HPCentralMN","Here are 12 all-natural home remedies to help you recover quicker from colds and the flu!
https://t.co/0sDnvXQw8w","TweetDeck",,,,FALSE,FALSE,0,0,,,"wb.md/2D4tXLF","https://t.co/0sDnvXQw8w","http://wb.md/2D4tXLF",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970057227452084224",2018-03-03 22:04:00,"x33657166","JeffcoPH","The #flu vaccine is the best way to protect yourself for the remainder of the flu season and decrease the severity if you happen to get sick. You can call our clinic at 303-239-7078 to schedule an appointment. #FightFlu https://t.co/c9ptOnoe4l","Twitter Ads",,,,FALSE,FALSE,0,0,"flu FightFlu",,,,,"http://pbs.twimg.com/amplify_video_thumb/969669562579865600/img/NjiBM9zq-QnPNCPx.jpg","https://t.co/c9ptOnoe4l","https://twitter.com/JeffcoPH/status/970057227452084224/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/969669562579865600/img/NjiBM9zq-QnPNCPx.jpg","https://t.co/c9ptOnoe4l","https://twitter.com/JeffcoPH/status/970057227452084224/video/1",,,,"en",,,,,,,,,,,,,
"x970057223811497984",2018-03-03 22:03:59,"x953831132264624128","reensignyahooc1","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970057171026239488",2018-03-03 22:03:47,"x771158428173660160","NieshaLoupe","This Flu Season Ain’t No Joke <f0><U+009F><U+00A4><U+0095>.","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970056906667626496",2018-03-03 22:02:43,"x1951708044","the_original_b_","Life chose to beat me down at the wrong moment.  I have midterms coming up next but I lost a piece of my charger so I can’t charge my laptop, it’s dead, and I have two online assignments. And now I have the flu... 

I need y’all to pray for me please bc idk what I’m about to do","Twitter for iPhone",,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970056722697027585",2018-03-03 22:02:00,"x203742847","debby922","@blakeshelton Get well soon. This flu season is bad. You take care of you.","Twitter for iPhone","x970049175428706315","x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,
"x970056693278109696",2018-03-03 22:01:53,"x187703072","patricia_godi","RT @PopSci: The flu season isn't over yet, but the FDA is already working on next year’s vaccine https://t.co/2iCByhiwov https://t.co/rp1Ki…","Twitter for Android",,,,FALSE,TRUE,0,4,,,"bit.ly/2F9ndgv","https://t.co/2iCByhiwov","http://bit.ly/2F9ndgv",,,,,,,,,"x19722699","PopSci","en",,,"x970056261264986113","The flu season isn't over yet, but the FDA is already working on next year’s vaccine https://t.co/2iCByhiwov https://t.co/rp1Kid0BZr",,,,,,,,,
"x970056674001281024",2018-03-03 22:01:48,"x720266118695399425","DakotaJ91501455","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970056648675987459",2018-03-03 22:01:42,"x2398946198","LastActDefiance","@PopSci I have the flu right now ! Yay me...<f0><U+009F><U+00A4><U+00A7>","Twitter for iPhone","x970056261264986113","x19722699","PopSci",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x19722699","PopSci","en",,,,,,,,,,,,,
"x970056572188725248",2018-03-03 22:01:24,"x124568630","Heufneutje","The people who say you can't catch 2 different flu variations close together don't know me yet. Sick less than a month ago. Sick again now.","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970056558854987778",2018-03-03 22:01:21,"x790681675256762372","PhuckItAtl","@D_onFleek YOP! Lol. I’ve been reading about dudes getting the flu &amp; trying to get over it on this here Twitter","Twitter for iPhone","x970056372535611393","x777190629701025792","D_onFleek",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x777190629701025792","D_onFleek","en",,,,,,,,,,,,,
"x970056530073735178",2018-03-03 22:01:14,"x2951091564","Stevielea40","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970056473102479361",2018-03-03 22:01:00,"x4755716790","HassmannElaine","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for Android",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970056411068747776",2018-03-03 22:00:45,"x735985083694350337","diamondlita2014","RT @HassmannElaine: @blakeshelton feel better &amp; take care of yourself, the flu is nothing 2 play with!<U+2764><U+2764><U+2764><U+2764>! https://t.co/gBXSkdJvaI","Twitter for iPhone",,,,FALSE,TRUE,0,5,,,"twitter.com/izzle284/statu…","https://t.co/gBXSkdJvaI","https://twitter.com/izzle284/status/970031910037704704",,,,,,,,,"x4755716790 14920785","HassmannElaine blakeshelton","en",,,"x970055911724208130","@blakeshelton feel better &amp; take care of yourself, the flu is nothing 2 play with!<U+2764><U+2764><U+2764><U+2764>! https://t.co/gBXSkdJvaI",,,,,,,,,
"x970056374997659655",2018-03-03 22:00:37,"x308680773","Consultant360","PODCAST: Dr Angela Campbell, from the @CDCgov, speaks with us about this year's #influenza season, as well as what health care providers should know about diagnosing patients with #flu. Listen now: https://t.co/CbTaFPlJgX 
#infectiousdiseases #vaccine #immunology https://t.co/VXKowbUp9V","Hootsuite",,,,FALSE,FALSE,0,0,"influenza flu infectiousdiseases vaccine immunology",,"ow.ly/1Uby30iIO1q","https://t.co/CbTaFPlJgX","http://ow.ly/1Uby30iIO1q","http://pbs.twimg.com/media/DXZVIYPWAAAxQWT.jpg","https://t.co/VXKowbUp9V","https://twitter.com/Consultant360/status/970056374997659655/photo/1","photo","http://pbs.twimg.com/media/DXZVIYPWAAAxQWT.jpg","https://t.co/VXKowbUp9V","https://twitter.com/Consultant360/status/970056374997659655/photo/1",,"x146569971","CDCgov","en",,,,,,,,,,,,,
"x970056372178927617",2018-03-03 22:00:36,"x1027164366","JG_Swifty","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
"x970056371566718976",2018-03-03 22:00:36,"x887547547","RoccoWealth","Finally! - The worst of the nation's nasty flu season is said to be over. Health officials say the season peaked in early February but has been falling ever since. Good riddance! https://t.co/tuXftyVmQT","Hootsuite",,,,FALSE,FALSE,0,0,,,"ht.ly/c35e30iIIB1","https://t.co/tuXftyVmQT","http://ht.ly/c35e30iIIB1",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970056329174966272",2018-03-03 22:00:26,"x2446014811","friendslikeus10","@MindyIsLaVergne on the students affected in recent Florida school shooting on a new #FLU

#CheckHerOut: https://t.co/7m0JbgGv19
#Subscribe: https://t.co/pJ8uCUZ1iO https://t.co/vV8lJEgtpR","Hootsuite",,"x137385347","MindyIsLaVergne",FALSE,FALSE,0,0,"FLU CheckHerOut Subscribe",,"bit.ly/2GQukqD ow.ly/YTKB30iw27u","https://t.co/7m0JbgGv19 https://t.co/pJ8uCUZ1iO","http://bit.ly/2GQukqD http://ow.ly/YTKB30iw27u","http://pbs.twimg.com/media/DXZVFu7UQAEq7_s.jpg","https://t.co/vV8lJEgtpR","https://twitter.com/friendslikeus10/status/970056329174966272/photo/1","photo","http://pbs.twimg.com/media/DXZVFu7UQAEq7_s.jpg","https://t.co/vV8lJEgtpR","https://twitter.com/friendslikeus10/status/970056329174966272/photo/1",,"x137385347","MindyIsLaVergne","en",,,,,,,,,,,,,
"x970056261264986113",2018-03-03 22:00:10,"x19722699","PopSci","The flu season isn't over yet, but the FDA is already working on next year’s vaccine https://t.co/2iCByhiwov https://t.co/rp1Kid0BZr","trueAnthem",,,,FALSE,FALSE,2,4,,,"bit.ly/2F9ndgv","https://t.co/2iCByhiwov","http://bit.ly/2F9ndgv","http://pbs.twimg.com/media/DXZVB00VwAA6RCA.jpg","https://t.co/rp1Kid0BZr","https://twitter.com/PopSci/status/970056261264986113/photo/1","photo","http://pbs.twimg.com/media/DXZVB00VwAA6RCA.jpg","https://t.co/rp1Kid0BZr","https://twitter.com/PopSci/status/970056261264986113/photo/1",,,,"en",,,,,,,,,,,,,
"x970056224292134912",2018-03-03 22:00:01,"x259832379","CW39Houston","According to CDC, the flu has peaked for the season, but don't get too excited...  https://t.co/RYvFOQpkNE","SocialNewsDesk",,,,FALSE,FALSE,0,0,,,"via.cw39.com/tojCJ","https://t.co/RYvFOQpkNE","http://via.cw39.com/tojCJ",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970056146118733826",2018-03-03 21:59:42,"x22761816","abbywsmith","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",,,,FALSE,TRUE,0,353,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",,,,,,,,,
