"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970073413074214912",2018-03-03 23:08:19,"x722817945575919616","GradSchoolSinai","This year’s deadly #flu season has given drugmakers a sense of urgency in the war on the ever-mutating #influenza #virus: Dr. Peter Palese weighs in on new #vaccines in the works. https://t.co/zMagHWmHe2","Twitter Web Client",,,,FALSE,FALSE,0,0,"flu influenza virus vaccines",,"bloom.bg/2CqJrcd","https://t.co/zMagHWmHe2","https://bloom.bg/2CqJrcd",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970072159333822466",2018-03-03 23:03:20,"x2753630935","Jamie_M_17","RT @ArkansasOnline: 2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa ht…","Twitter for iPhone",,,,FALSE,TRUE,0,1,,,"arkansasonline.com/news/2018/mar/…","https://t.co/4YvRCsqxBa","http://www.arkansasonline.com/news/2018/mar/03/2nd-virus-strain-in-air-as-influenza-ca/",,,,,,,,,"x25354366","ArkansasOnline","en",,,"x970071346062520320","2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa https://t.co/PTOWXCe1DA",,,,,,,,,
"x970071591420923906",2018-03-03 23:01:05,"x1949132852","biorxivpreprint","Humidity as a non-pharmaceutical intervention for influenza A  https://t.co/GKYcVs3kfC #bioRxiv","biorxiv_connect",,,,FALSE,FALSE,2,0,"bioRxiv",,"biorxiv.org/cgi/content/sh…","https://t.co/GKYcVs3kfC","http://biorxiv.org/cgi/content/short/273870v1",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970071346062520320",2018-03-03 23:00:06,"x25354366","ArkansasOnline","2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa https://t.co/PTOWXCe1DA","Buffer",,,,FALSE,FALSE,0,1,,,"arkansasonline.com/news/2018/mar/…","https://t.co/4YvRCsqxBa","http://www.arkansasonline.com/news/2018/mar/03/2nd-virus-strain-in-air-as-influenza-ca/","http://pbs.twimg.com/media/DXZivzEVoAAFCtU.jpg","https://t.co/PTOWXCe1DA","https://twitter.com/ArkansasOnline/status/970071346062520320/photo/1","photo","http://pbs.twimg.com/media/DXZivzEVoAAFCtU.jpg","https://t.co/PTOWXCe1DA","https://twitter.com/ArkansasOnline/status/970071346062520320/photo/1",,,,"en",,,,,,,,,,,,,
"x970071322255593474",2018-03-03 23:00:00,"x2789531146","lezaluna","Influenza Season https://t.co/imTHGJGRVz https://t.co/Afi320CGzx","WordPress.com",,,,FALSE,FALSE,0,0,,,"mommyinmexico.wordpress.com/2018/03/03/inf…","https://t.co/imTHGJGRVz","https://mommyinmexico.wordpress.com/2018/03/03/influenza-season/","http://pbs.twimg.com/media/DXZiudIVMAAl1t-.jpg","https://t.co/Afi320CGzx","https://twitter.com/lezaluna/status/970071322255593474/photo/1","photo","http://pbs.twimg.com/media/DXZiudIVMAAl1t-.jpg","https://t.co/Afi320CGzx","https://twitter.com/lezaluna/status/970071322255593474/photo/1",,,,"es",,,,,,,,,,,,,
"x970071310696140802",2018-03-03 22:59:58,"x2353811328","carolyn_doctor","Influenza o Gripe,si tengo : Fiebre,tos, dolor de garganta, secreción o congestión nasal, dolores corporales, dolor de cabeza, escalofríos","OctopuSocial Inc",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,
"x970071195772178432",2018-03-03 22:59:30,"x23465415","HotRod515","RT @WKOW: GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin but others are…","Twitter for Android",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x18456335","WKOW","en",,,"x970007808568635392","GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin but others are still circulating, so you can actually get the flu more than once. #WKOW https://t.co/gZHEDiTw1F",,,,,,,,,
"x970070944386506752",2018-03-03 22:58:30,"x44924283","AniBlack","RT @picardonhealth: Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza","Twitter for iPhone",,,,FALSE,TRUE,0,2,"Influenza",,"cbc.ca/news/health/fl…","https://t.co/iFpEKkeABp","http://www.cbc.ca/news/health/flu-children-1.4560066",,,,,,,,,"x252794509 16341166 18999585 726103488","picardonhealth PHAC_GC CBCHealth epaultaylor","en",,,"x970065583965433856","Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza",,,,,,,,,
"x970070588424359937",2018-03-03 22:57:05,"x1958843174","kmot_07979","RT @aafp: ACIP: FluMist OK to Use During 2018-19 #Influenza Season https://t.co/f7pvqn6CXy https://t.co/PKWOSNiE97","Twitter for Android",,,,FALSE,TRUE,0,1,"Influenza",,"ow.ly/trl130iJyEa","https://t.co/f7pvqn6CXy","http://ow.ly/trl130iJyEa","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1","photo","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1",,"x14500190","aafp","en",,,"x970056300330717184","ACIP: FluMist OK to Use During 2018-19 #Influenza Season https://t.co/f7pvqn6CXy https://t.co/PKWOSNiE97",,,,,,,,,
"x970069741628018688",2018-03-03 22:53:44,"x78491395","mollzz23","Quarantined in my room with influenza b. Send good movie recommendations on Netflix plz and thank you <f0><U+009F><U+0099><U+008F><f0><U+009F><U+008F><U+00BD>","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970069612988690432",2018-03-03 22:53:13,"x718127226","ninianpoetree","Weirdest thing has happened. All my life I’ve had a memory of being in hospital as a child. I’ve told this story to countless people. I remember being sick with influenza, dehydrated. I had an IV that I called “ivy” and I was on a children’s ward. The memory is clear and real 1/2","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x970068810496692224",2018-03-03 22:50:02,"x916716414047793152","insipide37","@MoodyPurples Merci! Il n'y a pas eu de fête officielle car maman était encore malade pas mal , influenza B. Il aura une petite fête dès qu'elle va mieux. <f0><U+009F><U+0098><U+008A>","Twitter for Android","x970068506841681922","x3439178050","MoodyPurples",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3439178050","MoodyPurples","fr",,,,,,,,,,,,,
"x970067397968351238",2018-03-03 22:44:25,"x905804094891110400","EdgarNerr","RT @ArelySanchezN: Te comparto que el virus de la influenza puede vivir de 2 a 3 días en superficies como las manos, manijas y barandales,…","Twitter for Android",,,,FALSE,TRUE,0,32,,,,,,,,,,,,,,"x903413970819735554","ArelySanchezN","es",,,"x968553057498775552","Te comparto que el virus de la influenza puede vivir de 2 a 3 días en superficies como las manos, manijas y barandales, pañuelos desechables y telas; pudiendo contagiar durante ese tiempo. El virus puede ser destruido por la luz del sol y el jabón. https://t.co/rQx9G14cwr",,,,,,,,,
"x970065957195603968",2018-03-03 22:38:41,"x19507168","CharlesTam","RT @picardonhealth: Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza","Twitter for Android",,,,FALSE,TRUE,0,2,"Influenza",,"cbc.ca/news/health/fl…","https://t.co/iFpEKkeABp","http://www.cbc.ca/news/health/flu-children-1.4560066",,,,,,,,,"x252794509 16341166 18999585 726103488","picardonhealth PHAC_GC CBCHealth epaultaylor","en",,,"x970065583965433856","Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza",,,,,,,,,
"x970065583965433856",2018-03-03 22:37:12,"x252794509","picardonhealth","Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza","Twitter for iPad",,,,FALSE,FALSE,3,2,"Influenza",,"cbc.ca/news/health/fl…","https://t.co/iFpEKkeABp","http://www.cbc.ca/news/health/flu-children-1.4560066",,,,,,,,,"x16341166 18999585 726103488","PHAC_GC CBCHealth epaultaylor","en",,,,,,,,,,,,,
"x970065059979321344",2018-03-03 22:35:07,"x120124491","_davidgarciarmz","Soy influenza con patas","Twitter for Android",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,
"x970063227353812993",2018-03-03 22:27:50,"x1232267180","cwaldron321","RT @NBCNews: FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the…","Twitter for iPhone",,,,FALSE,TRUE,0,65,,,,,,,,,,,,,,"x14173315","NBCNews","en",,,"x969770735450443776","FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the country. 

Read more: https://t.co/xP2StZwpl1 https://t.co/ockVU4SGlc",,,,,,,,,
"x970063172819456000",2018-03-03 22:27:37,"x2871167927","a6a250e936ac4c7","@KingJames @RickRoss My husband spent 48 days on complete life support, 2 yrs ago. He had influenza a, group a strep, toxic shock syndrome, necrotizing pneumonia","Twitter for Android","x970051963168722944","x2871167927","a6a250e936ac4c7",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x23083404 149726145","KingJames RickRoss","en",,,,,,,,,,,,,
"x970062086389846017",2018-03-03 22:23:18,"x162848820","Flu_Killer","RT @ACSP_Canada: L’activité grippale demeure élevée au pays. La plupart des personnes hospitalisées et décédées à cause de la #grippe sont…","Twitter Web Client",,,,FALSE,TRUE,0,3,"grippe",,,,,,,,,,,,,"x2314113792","ACSP_Canada","fr",,,"x969686364093583360","L’activité grippale demeure élevée au pays. La plupart des personnes hospitalisées et décédées à cause de la #grippe sont des adultes de 65 ans et +. Il n’est pas trop tard pour obtenir le #VaccinAntigrippal. #SurveillanceDeLinfluenza https://t.co/E8jTrhs68x https://t.co/zPumP1JZdY",,,,,,,,,
"x970061869653295110",2018-03-03 22:22:27,"x45462250","LeahBecerra","Flu fact: This year's vaccine prevented only about 25% of cases caused by the dominant strain, Influenza A H3N2. https://t.co/QaSgEUWj5t","Twitter for iPhone",,,,FALSE,FALSE,1,1,,,"kansascity.com/news/business/…","https://t.co/QaSgEUWj5t","http://www.kansascity.com/news/business/health-care/article202834514.html",,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/9a974dfc8efb32a0.json","Kansas City","Kansas City, MO","city","United States","US",,,"-94.733122 -94.3854414 -94.3854414 -94.733122 38.868002 38.868002 39.332095 39.332095"
"x970061577314545670",2018-03-03 22:21:17,"x248805086","tenesorrp","RT @WebMD: Japan has approved a new drug that reportedly can kill influenza types A and B in as little as 1 day. https://t.co/79wdE7xqOM ht…","Twitter for iPhone",,,,FALSE,TRUE,0,183,,,"wb.md/2CIjRv3","https://t.co/79wdE7xqOM","http://wb.md/2CIjRv3",,,,,,,,,"x25928253","WebMD","en",,,"x968206415688028160","Japan has approved a new drug that reportedly can kill influenza types A and B in as little as 1 day. https://t.co/79wdE7xqOM https://t.co/94ALSv3A6P",,,,,,,,,
"x970061461744640000",2018-03-03 22:20:50,"x951614716941623296","DrJosFrancisco1","RT @Salud_Hidalgo: Los adultos mayores de 60 años deben de vacunarse contra la #Influenza, ya que son un sector vulnerable de contagiarse d…","Twitter for iPhone",,,,FALSE,TRUE,0,13,"Influenza",,,,,,,,,,,,,"x278219783","Salud_Hidalgo","es",,,"x969979283656663045","Los adultos mayores de 60 años deben de vacunarse contra la #Influenza, ya que son un sector vulnerable de contagiarse de este virus. Acudan a su unidad de salud más cercana. La vacuna es segura y gratuita. ¡No esperes para mañana! #VacúnateYa https://t.co/cjFgs9JbPi",,,,,,,,,
"x970056374997659655",2018-03-03 22:00:37,"x308680773","Consultant360","PODCAST: Dr Angela Campbell, from the @CDCgov, speaks with us about this year's #influenza season, as well as what health care providers should know about diagnosing patients with #flu. Listen now: https://t.co/CbTaFPlJgX 
#infectiousdiseases #vaccine #immunology https://t.co/VXKowbUp9V","Hootsuite",,,,FALSE,FALSE,0,0,"influenza flu infectiousdiseases vaccine immunology",,"ow.ly/1Uby30iIO1q","https://t.co/CbTaFPlJgX","http://ow.ly/1Uby30iIO1q","http://pbs.twimg.com/media/DXZVIYPWAAAxQWT.jpg","https://t.co/VXKowbUp9V","https://twitter.com/Consultant360/status/970056374997659655/photo/1","photo","http://pbs.twimg.com/media/DXZVIYPWAAAxQWT.jpg","https://t.co/VXKowbUp9V","https://twitter.com/Consultant360/status/970056374997659655/photo/1",,"x146569971","CDCgov","en",,,,,,,,,,,,,
"x970056300330717184",2018-03-03 22:00:19,"x14500190","aafp","ACIP: FluMist OK to Use During 2018-19 #Influenza Season https://t.co/f7pvqn6CXy https://t.co/PKWOSNiE97","Hootsuite",,,,FALSE,FALSE,0,1,"Influenza",,"ow.ly/trl130iJyEa","https://t.co/f7pvqn6CXy","http://ow.ly/trl130iJyEa","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1","photo","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1",,,,"en",,,,,,,,,,,,,
"x970054398037590023",2018-03-03 21:52:45,"x869597942486847490","MontAltoBiology","RT @Laurie_Garrett: According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet.…","Twitter for Android",,,,FALSE,TRUE,0,11,"flu",,,,,,,,,,,,,"x299273962 16616061","Laurie_Garrett CDCFlu","en",,,"x969707023830011904","According to @CDCFlu the latest period for which data is compiled (Feb18-24) shows #flu downturn, but don't relax yet. 49 out of 54 US jurisdictions show widespread flu &amp; it has killed 114 children. Moreover, A Influenza is down but B is ^ing.

https://t.co/5HMfKun1B0 https://t.co/yI8fZOeCIp",,,,,,,,,
"x970049508573941760",2018-03-03 21:33:20,"x998562708","GplMarysol","RT @Salud_Hidalgo: Los adultos mayores de 60 años deben de vacunarse contra la #Influenza, ya que son un sector vulnerable de contagiarse d…","Twitter for Android",,,,FALSE,TRUE,0,13,"Influenza",,,,,,,,,,,,,"x278219783","Salud_Hidalgo","es",,,"x969979283656663045","Los adultos mayores de 60 años deben de vacunarse contra la #Influenza, ya que son un sector vulnerable de contagiarse de este virus. Acudan a su unidad de salud más cercana. La vacuna es segura y gratuita. ¡No esperes para mañana! #VacúnateYa https://t.co/cjFgs9JbPi",,,,,,,,,
"x970049125365383168",2018-03-03 21:31:48,"x2809874442","ANKUSH_A2","Human Brucellosis, Bioterrorism Agent @JustinTrudeau @cafreeland Patient History Is the Key @HarjitSajjan @NavdeepSBains @SohiAmarjeet @BardishKW Beware Bird flu’s Back: Russian watchdog warns of second wave of avian influenza https://t.co/xHlPjX3Hhl https://t.co/JOmIGAhYPb","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"tass.com/society/992514 medscape.com/viewarticle/88…","https://t.co/xHlPjX3Hhl https://t.co/JOmIGAhYPb","http://tass.com/society/992514 https://www.medscape.com/viewarticle/889400",,,,,,,,,"x14260960 203132018 413802355 234395010 172407835 2696723713","JustinTrudeau cafreeland HarjitSajjan NavdeepSBains SohiAmarjeet BardishKW","en",,,,,,,,,,,,,
"x970046177906515968",2018-03-03 21:20:06,"x724599156","LaGaceta_me","#SSA #LosMochis #Sinaloa #Influenza https://t.co/gnF2YhPOgv","Hootsuite",,,,FALSE,FALSE,0,0,"SSA LosMochis Sinaloa Influenza",,,,,"http://pbs.twimg.com/media/DXZL2ywX4AEwVTs.jpg","https://t.co/gnF2YhPOgv","https://twitter.com/LaGaceta_me/status/970046177906515968/photo/1","photo","http://pbs.twimg.com/media/DXZL2ywX4AEwVTs.jpg","https://t.co/gnF2YhPOgv","https://twitter.com/LaGaceta_me/status/970046177906515968/photo/1",,,,"und",,,,,,,,,,,,,
"x970043637479309312",2018-03-03 21:10:00,"x240302165","905wesa","Health officials noted a substantial decline in the number of tests positive for Influenza A viruses, which have been dominant this year and less likely to be blocked by the flu vaccine.  https://t.co/VTi0PMpnxO","TweetDeck",,,,FALSE,FALSE,1,0,,,"wesa.fm/post/second-we…","https://t.co/VTi0PMpnxO","http://wesa.fm/post/second-week-flu-epidemic-has-eased#stream/0",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970042357512056837",2018-03-03 21:04:55,"x254585306","belimora","How to Protect Yourself From Influenza B Right Now - Consumer Reports https://t.co/oVUuMPZy6d","Twitter Web Client",,,,FALSE,FALSE,0,0,,,"consumerreports.org/flu/how-to-pro…","https://t.co/oVUuMPZy6d","https://www.consumerreports.org/flu/how-to-protect-yourself-from-influenza-b/",,,,,,,,,,,"en",,,,,,,,,,,,,
"x970041633449365504",2018-03-03 21:02:02,"x392333466","drouin89","RT @AlexMunter_: At this time of unprecedented volumes, thank you to patients+families for your patience this winter and to @CHEOhospital s…","Twitter for iPhone",,,,FALSE,TRUE,0,11,,,,,,,,,,,,,,"x1357259774 64698768","AlexMunter_ CHEOhospital","en",,,"x969196556883816448","At this time of unprecedented volumes, thank you to patients+families for your patience this winter and to @CHEOhospital staff+physicians for going the extra mile 
https://t.co/dyyWOp92hO
#onpoli #influenza #cdnhealth",,,,,,,,,
"x970040510579486720",2018-03-03 20:57:34,"x742526569093140480","SterbenNicht","""My caduceus staff isn't a proper way to defend against influenza, Lena. And also, I'm not certain, but I'm fairly sure that many of our team mates have willingly tattooed themselves. Also known as...having themselves stabbed by a piece of metal.""

AHEM. https://t.co/KNoGEK9HE1","Twitter Web Client",,,,TRUE,FALSE,1,0,,,"twitter.com/FailingOptimis…","https://t.co/KNoGEK9HE1","https://twitter.com/FailingOptimism/status/970034890656964609",,,,,,,,,,,"en","x970034890656964609","“Aww, pfft! Flu shots don't mean anything if you can do your magic-y stuff. And who enjoys having themselves stabbed by a piece of metal?” https://t.co/5XxPgemAoD",,,,,,,,,,,
"x970040155787661312",2018-03-03 20:56:10,"x104728965","LegiScanNJ","A522 [NEW] Provides for medical exemption from influenza vaccination based on allergy to any vaccine ingredient. https://t.co/4ALY8QvMJe","eLobbyist",,,,FALSE,FALSE,0,0,,,"bitly.com/WNeAKO","https://t.co/4ALY8QvMJe","http://bitly.com/WNeAKO",,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/74767081120f9b42.json","Trenton","Trenton, NJ","city","United States","US","40.22028 -74.77014","-74.77014 40.22028","-74.817535 -74.729138 -74.729138 -74.817535 40.183967 40.183967 40.248298 40.248298"
"x970036750847545345",2018-03-03 20:42:38,"x41626609","greg_folkers","J Control Release: Stable incorporation of GM-CSF into dissolvable microneedle patch improves skin vaccination against #influenza https://t.co/4fltzbUJ2O https://t.co/nZN3qnQNvL","Twitter Web Client",,,,FALSE,FALSE,0,0,"influenza",,"bit.ly/2H1x4BR","https://t.co/4fltzbUJ2O","http://bit.ly/2H1x4BR","http://pbs.twimg.com/media/DXZDQesVAAEjFw0.jpg","https://t.co/nZN3qnQNvL","https://twitter.com/greg_folkers/status/970036750847545345/photo/1","photo","http://pbs.twimg.com/media/DXZDQesVAAEjFw0.jpg","https://t.co/nZN3qnQNvL","https://twitter.com/greg_folkers/status/970036750847545345/photo/1",,,,"en",,,,,,,,,,,,,
"x970035948300963842",2018-03-03 20:39:27,"x6577642","usnews","People who suffered a recent influenza infection had a 57 percent higher risk of new onset depression compared to those who dodged the flu, according to a study: https://t.co/IQbpTnF9yZ https://t.co/wrIR7QVGZW","SocialFlow",,,,FALSE,FALSE,0,0,,,"trib.al/SDe3KHi","https://t.co/IQbpTnF9yZ","https://trib.al/SDe3KHi","http://pbs.twimg.com/media/DXZCjcBVwAA1IRz.jpg","https://t.co/wrIR7QVGZW","https://twitter.com/usnews/status/970035948300963842/photo/1","photo","http://pbs.twimg.com/media/DXZCjcBVwAA1IRz.jpg","https://t.co/wrIR7QVGZW","https://twitter.com/usnews/status/970035948300963842/photo/1",,,,"en",,,,,,,,,,,,,
"x970034774487203840",2018-03-03 20:34:47,"x919378532299608064","MaryGoo26898598","RT @syqau: Canadian Study Proves Flu Shot Increases Risk Of Contracting Influenza.. A Canadian study has found the flu shot actually increa…","Twitter for Android",,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x256184059","syqau","en",,,"x970034215168479233","Canadian Study Proves Flu Shot Increases Risk Of Contracting Influenza.. A Canadian study has found the flu shot actually increases a persons risk of falling ill with the flu and other respiratory illnesses. The peer-reviewed research published in the... https://t.co/s4ZOvVcuGa",,,,,,,,,
"x970034727137681408",2018-03-03 20:34:35,"x843961686448979968","shadowskills308","RT @syqau: Canadian Study Proves Flu Shot Increases Risk Of Contracting Influenza.. A Canadian study has found the flu shot actually increa…","Twitter for Android",,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x256184059","syqau","en",,,"x970034215168479233","Canadian Study Proves Flu Shot Increases Risk Of Contracting Influenza.. A Canadian study has found the flu shot actually increases a persons risk of falling ill with the flu and other respiratory illnesses. The peer-reviewed research published in the... https://t.co/s4ZOvVcuGa",,,,,,,,,
"x970034215168479233",2018-03-03 20:32:33,"x256184059","syqau","Canadian Study Proves Flu Shot Increases Risk Of Contracting Influenza.. A Canadian study has found the flu shot actually increases a persons risk of falling ill with the flu and other respiratory illnesses. The peer-reviewed research published in the... https://t.co/s4ZOvVcuGa","déjàvui",,,,FALSE,FALSE,2,2,,,"yournewswire.com/canadian-flu-s…","https://t.co/s4ZOvVcuGa","http://yournewswire.com/canadian-flu-shot-risk/",,,,,,,,,,,"en",,,,,,,,,,,,,
